second,queries,ok,fail,fail_pct,wan_queries,wan_fail_pct,lan_queries,lan_fail_pct,top_errors
560,5,5,0,0.0,5,0.0,0,0,-
561,5,5,0,0.0,5,0.0,0,0,-
562,5,5,0,0.0,5,0.0,0,0,-
563,5,5,0,0.0,5,0.0,0,0,-
564,5,4,1,20.0,4,25.0,1,0.0,timeout:1
565,5,5,0,0.0,5,0.0,0,0,-
566,5,5,0,0.0,4,0.0,1,0.0,-
567,5,5,0,0.0,5,0.0,0,0,-
568,5,5,0,0.0,5,0.0,0,0,-
569,5,5,0,0.0,5,0.0,0,0,-
570,5,5,0,0.0,5,0.0,0,0,-
571,5,5,0,0.0,5,0.0,0,0,-
572,5,5,0,0.0,5,0.0,0,0,-
573,5,5,0,0.0,5,0.0,0,0,-
574,5,5,0,0.0,5,0.0,0,0,-
575,5,4,1,20.0,5,20.0,0,0,SERVFAIL:1
576,5,5,0,0.0,5,0.0,0,0,-
577,5,5,0,0.0,5,0.0,0,0,-
578,5,5,0,0.0,4,0.0,1,0.0,-
579,5,5,0,0.0,5,0.0,0,0,-
580,5,5,0,0.0,5,0.0,0,0,-
581,5,5,0,0.0,5,0.0,0,0,-
582,5,5,0,0.0,5,0.0,0,0,-
583,5,5,0,0.0,4,0.0,1,0.0,-
584,5,5,0,0.0,5,0.0,0,0,-
585,5,5,0,0.0,5,0.0,0,0,-
586,4,4,0,0.0,4,0.0,0,0,-
587,5,5,0,0.0,5,0.0,0,0,-
588,5,5,0,0.0,5,0.0,0,0,-
589,5,5,0,0.0,5,0.0,0,0,-
590,5,5,0,0.0,5,0.0,0,0,-
591,5,5,0,0.0,5,0.0,0,0,-
592,5,5,0,0.0,5,0.0,0,0,-
593,5,5,0,0.0,5,0.0,0,0,-
594,5,5,0,0.0,5,0.0,0,0,-
595,5,5,0,0.0,5,0.0,0,0,-
596,5,5,0,0.0,5,0.0,0,0,-
597,5,5,0,0.0,5,0.0,0,0,-
598,5,5,0,0.0,4,0.0,1,0.0,-
599,5,5,0,0.0,5,0.0,0,0,-
600,5,5,0,0.0,5,0.0,0,0,-
601,5,5,0,0.0,5,0.0,0,0,-
602,5,5,0,0.0,4,0.0,1,0.0,-
603,5,5,0,0.0,5,0.0,0,0,-
604,5,5,0,0.0,5,0.0,0,0,-
605,5,5,0,0.0,5,0.0,0,0,-
606,5,5,0,0.0,5,0.0,0,0,-
607,5,5,0,0.0,5,0.0,0,0,-
608,5,5,0,0.0,5,0.0,0,0,-
609,5,5,0,0.0,5,0.0,0,0,-
610,5,5,0,0.0,5,0.0,0,0,-
611,5,5,0,0.0,5,0.0,0,0,-
612,5,5,0,0.0,4,0.0,1,0.0,-
613,5,5,0,0.0,5,0.0,0,0,-
614,5,5,0,0.0,5,0.0,0,0,-
615,5,5,0,0.0,5,0.0,0,0,-
616,5,4,1,20.0,5,20.0,0,0,SERVFAIL:1
617,5,5,0,0.0,5,0.0,0,0,-
618,5,5,0,0.0,5,0.0,0,0,-
619,5,5,0,0.0,5,0.0,0,0,-
620,5,5,0,0.0,5,0.0,0,0,-
621,5,5,0,0.0,4,0.0,1,0.0,-
622,5,5,0,0.0,5,0.0,0,0,-
623,5,5,0,0.0,5,0.0,0,0,-
624,5,5,0,0.0,5,0.0,0,0,-
625,5,5,0,0.0,5,0.0,0,0,-
626,5,5,0,0.0,5,0.0,0,0,-
627,5,5,0,0.0,5,0.0,0,0,-
628,5,5,0,0.0,5,0.0,0,0,-
629,5,5,0,0.0,5,0.0,0,0,-
630,5,5,0,0.0,5,0.0,0,0,-
631,5,5,0,0.0,5,0.0,0,0,-
632,5,5,0,0.0,4,0.0,1,0.0,-
633,5,5,0,0.0,5,0.0,0,0,-
634,5,5,0,0.0,5,0.0,0,0,-
